StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SubID,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,NA_7,NA_8,NA_9,NA_10,PA_1,PA_2,PA_3,PA_4,PA_5,PA_6,PA_7,PA_8,PA_9,PA_10,Anx_1,Anx_2,Anx_3,Dep_1,Dep_2,Dep_3,DMIL_1,DMIL_2,Discrim_1,Discrim_2,Discrim_3,Discrim_4,Discrim_5,Discrim_6,Discrim_7,DailyNews
10/30/20 21:41,10/30/20 21:45,0,24.170.97.181,100,240,1,10/30/20 21:45,R_3HZbV5bY5g4azpa,,,,,31.83779907,-106.538002,anonymous,EN,1060,2,1,2,1,4,2,3,2,4,4,1,2,1,1,1,2,1,1,1,1,3,4,3,3,3,3,3,4,0,0,0,0,0,0,0,0
10/30/20 21:47,10/30/20 21:50,0,24.28.161.249,100,226,1,10/30/20 21:50,R_21hzjOGOwJENRkP,,,,,31.66290283,-106.1371002,anonymous,EN,1048,1,1,1,2,2,1,3,3,2,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,2,3,0,3,5,0,0,1,0
10/30/20 21:45,10/30/20 21:52,0,107.77.199.203,100,437,1,10/30/20 21:52,R_27kUUCg5Y4AnSaF,,,,,32.84449768,-96.82189941,anonymous,EN,1093,1,2,3,1,1,1,1,3,1,2,3,2,5,4,5,5,3,3,5,4,3,1,3,2,2,1,1,1,0,0,0,0,0,,,0
10/30/20 22:03,10/30/20 22:05,0,72.176.147.102,100,133,1,10/30/20 22:05,R_2aK4miGlh19sDcx,,,,,31.70779419,-106.3237991,anonymous,EN,1089,2,2,3,1,1,1,1,1,1,2,3,3,3,4,4,4,5,4,4,4,4,3,2,1,1,1,6,6,0,0,0,5,0,3,7,1
10/30/20 22:02,10/30/20 22:05,0,108.239.196.250,100,191,1,10/30/20 22:05,R_2B4Mz5yQFfjfedI,,,,,31.80450439,-105.9661026,anonymous,EN,1044,2,2,2,2,1,1,1,1,1,2,1,3,1,1,2,2,1,1,1,1,3,3,1,2,1,2,5,5,0,0,0,0,0,0,0,2
10/30/20 22:10,10/30/20 22:14,0,24.162.200.37,100,246,1,10/30/20 22:14,R_1C4uI62QG1iz5HU,,,,,31.75579834,-106.4695969,anonymous,EN,1096,1,1,2,1,3,1,2,1,1,2,4,1,2,3,3,3,3,3,3,3,1,2,1,1,1,1,5,5,0,0,0,1,1,2,1,1
10/30/20 22:14,10/30/20 22:17,0,68.201.55.19,100,153,1,10/30/20 22:17,R_3lREzm7B38Hglti,,,,,31.77749634,-106.490303,anonymous,EN,1074,1,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,3,3,1,1,1,1,6,6,0,0,0,5,0,0,0,2
10/30/20 22:24,10/30/20 22:27,0,107.242.125.16,100,149,1,10/30/20 22:27,R_3khM9NRG0T1SHQw,,,,,32.75369263,-96.83670044,anonymous,EN,1062,1,1,1,1,4,1,1,1,3,3,2,1,2,1,2,3,1,2,3,3,5,3,4,2,2,2,7,7,0,0,1,0,3,2,0,0
10/30/20 22:28,10/30/20 22:30,0,68.249.169.242,100,158,1,10/30/20 22:30,R_3fCPMj97gnHnEXF,,,,,31.80999756,-106.4569016,anonymous,EN,1075,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,4,4,4,4,1,1,3,1,1,1,1,7,0,0,0,0,0,0,0,1
10/30/20 18:46,10/30/20 22:39,0,70.230.109.83,100,13994,1,10/30/20 22:39,R_b25diCHKctQNd8R,,,,,31.78990173,-106.365799,anonymous,EN,1071,3,2,2,1,4,3,2,1,4,4,2,3,4,3,4,4,4,4,5,3,2,3,2,4,4,4,5,5,0,0,0,0,0,0,0,0
10/30/20 22:42,10/30/20 22:45,0,70.117.167.223,100,159,1,10/30/20 22:45,R_3GDv18nhLgAJVgW,,,,,31.77029419,-106.3005981,anonymous,EN,1017,1,1,1,1,1,3,1,1,1,1,3,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,1
10/30/20 22:46,10/30/20 22:48,0,70.112.54.163,100,134,1,10/30/20 22:48,R_20TFzUEJFlsFjsM,,,,,31.80999756,-106.4569016,anonymous,EN,1010,4,4,4,1,3,2,1,1,1,4,3,4,4,4,3,3,3,2,3,3,4,4,2,1,3,1,7,7,6,4,7,6,7,6,7,2
10/30/20 22:39,10/30/20 22:53,0,72.181.95.100,100,872,1,10/30/20 22:53,R_8jNzljNtjeCCYEx,,,,,31.74319458,-106.3671036,anonymous,EN,1070,3,2,2,1,1,1,3,1,2,1,2,2,1,1,1,2,1,2,1,1,3,2,1,1,3,1,4,4,0,0,0,0,0,0,3,1
10/30/20 22:52,10/30/20 22:54,0,68.207.101.226,100,113,1,10/30/20 22:54,R_RmgjQ77cSaE83Zv,,,,,31.66290283,-106.1371002,anonymous,EN,1106,1,1,1,1,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,3,5,5,0,0,0,0,0,0,8,2
10/30/20 22:54,10/30/20 22:57,0,24.28.169.47,100,177,1,10/30/20 22:57,R_3Ms363GgqONh2Ai,,,,,31.83779907,-106.538002,anonymous,EN,1009,2,1,1,1,1,1,4,4,1,2,4,2,3,3,2,3,2,3,2,3,1,2,2,3,3,3,2,3,0,0,0,0,0,0,2,2
10/30/20 22:59,10/30/20 23:01,0,70.125.191.76,100,130,1,10/30/20 23:01,R_1RIj2EeJxskgKnD,,,,,32.0039978,-106.6057968,anonymous,EN,1103,2,2,1,1,2,1,1,1,1,2,3,2,3,3,3,2,2,2,1,2,1,2,2,1,2,1,5,5,0,0,0,0,0,0,0,
10/30/20 23:12,10/30/20 23:24,0,24.28.190.5,100,777,1,10/30/20 23:24,R_1Hq2e6zpLpoH0TF,,,,,31.83779907,-106.538002,anonymous,EN,1007,1,1,2,1,2,1,1,1,3,1,2,3,3,1,1,3,1,2,1,3,2,2,3,1,2,1,5,4,0,0,0,0,0,0,0,1
10/30/20 23:27,10/30/20 23:29,0,24.242.117.200,100,102,1,10/30/20 23:29,R_ZfaQAHvH0gX3WyR,,,,,31.83779907,-106.538002,anonymous,EN,1030,1,3,4,2,1,1,1,1,1,2,3,4,2,4,3,4,4,4,4,2,3,3,2,1,1,1,7,7,0,0,0,0,0,0,1,2
10/30/20 19:38,10/30/20 23:34,0,70.120.160.14,100,14139,1,10/30/20 23:34,R_3kv2b8yqiK8ee3X,,,,,31.83779907,-106.538002,anonymous,EN,1058,1,1,1,1,4,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,1,1,4,2,1,1,2,1,0,0,0,0,0,0,0,0
10/31/20 0:01,10/31/20 0:05,0,72.183.220.16,100,242,1,10/31/20 0:05,R_129FWcLarNEbvaj,,,,,31.80450439,-105.9661026,anonymous,EN,1107,1,1,1,2,2,1,2,,1,1,3,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,7,7,0,0,0,3,0,3,3,2
10/31/20 0:15,10/31/20 0:18,0,99.55.169.196,100,162,1,10/31/20 0:18,R_32WJC8FioTDmSyO,,,,,31.83779907,-106.538002,anonymous,EN,1111,1,1,2,1,1,1,1,1,1,1,5,3,3,4,4,3,4,3,3,4,2,2,2,1,1,1,7,7,0,0,0,0,0,10,0,3
10/31/20 0:21,10/31/20 0:25,0,107.211.166.234,100,249,1,10/31/20 0:25,R_1IiJWl7sLua7sms,,,,,31.93840027,-106.4033966,anonymous,EN,1094,1,3,2,2,2,2,1,1,4,4,1,1,2,1,1,1,1,1,1,2,2,4,2,3,4,4,4,4,1,0,2,4,0,5,4,2
10/30/20 21:02,10/30/20 21:02,0,72.176.159.11,3,4,0,10/31/20 10:26,R_3plFHyqrUfu6dS2,,,,,,,anonymous,EN,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/20 20:06,10/29/20 20:07,0,68.201.140.116,3,19,0,10/31/20 10:26,R_3MSiiFerPe9lVYW,,,,,,,anonymous,EN,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/20 18:47,10/28/20 18:51,0,174.238.6.159,57,238,0,10/31/20 10:26,R_xrq73gvUlSKdZHr,,,,,,,anonymous,EN,1103,1,,1,,1,,,1,1,1,4,,,,,2,2,3,3,4,1,1,,1,,1,,,,,,,,,,
10/28/20 23:28,10/28/20 23:29,0,68.249.169.242,3,27,0,10/31/20 10:26,R_1hRmVzN92u4kagl,,,,,,,anonymous,EN,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/20 20:22,10/30/20 20:24,0,24.242.104.206,43,80,0,10/31/20 10:26,R_1n3dx1H13FnPvlF,,,,,,,anonymous,EN,1076,,1,,,1,,1,,1,,,,,3,,1,1,1,1,,,1,,2,,,,,,,,,,,,
10/28/20 18:03,10/28/20 18:06,0,104.10.230.166,90,177,0,10/31/20 10:26,R_3lFSrVaj4LXXJyO,,,,,,,anonymous,EN,1097,1,1,1,1,1,1,1,1,1,3,5,5,5,1,1,5,5,5,5,5,1,3,1,1,1,1,,,,,,,,,,
10/30/20 19:38,10/30/20 19:38,0,70.120.160.14,3,21,0,10/31/20 10:26,R_1MVVBCGy1GmvQe6,,,,,,,anonymous,EN,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/20 18:41,10/29/20 18:43,0,70.117.171.232,47,81,0,10/31/20 10:26,R_3shma34Fq8tkN3d,,,,,,,anonymous,EN,1040,,,2,,2,,,,2,2,,4,4,4,4,,,,4,4,2,,2,,2,,,,,,,,,,,
10/30/20 20:24,10/30/20 20:25,0,24.242.104.206,47,36,0,10/31/20 10:26,R_77ctgi5024822wV,,,,,,,anonymous,EN,1076,1,,,1,,1,,,1,,1,,,,2,1,1,1,,,1,,,2,,2,,,,,,,,,,
10/28/20 18:45,10/28/20 18:45,0,174.238.6.159,3,11,0,10/31/20 10:26,R_2tJ1z3YYCB19jPi,,,,,,,anonymous,EN,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/20 18:28,10/28/20 18:28,0,189.244.43.100,27,34,0,10/31/20 10:26,R_2y2srsvhPkrskvv,,,,,,,anonymous,EN,1045,3,,,,,,,,3,,4,5,,4,,,,5,,,,,,,,,,,,,,,,,,
10/29/20 17:11,10/29/20 17:11,0,200.95.170.76,3,6,0,10/31/20 10:26,R_ehrPTsIvYhaCspz,,,,,,,anonymous,EN,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/20 21:33,10/30/20 21:44,0,107.77.199.203,73,675,0,10/31/20 10:26,R_RnlWcd5N7WENtBf,,,,,,,anonymous,EN,1093,2,2,,3,1,1,1,1,,,3,3,3,3,5,5,5,5,5,5,,1,,3,1,1,,,,,,,,,,
10/30/20 19:27,10/30/20 19:27,0,23.127.245.76,7,15,0,10/31/20 10:26,R_RPFJOrcp9623Yit,,,,,,,anonymous,EN,1003,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
10/31/20 18:00,10/31/20 18:01,0,24.28.188.232,100,88,1,10/31/20 18:01,R_2uwkhKSmdCGMB8Q,,,,,31.83779907,-106.538002,anonymous,EN,1013,3,3,4,1,3,1,2,2,2,4,3,3,3,3,3,2,3,4,3,2,4,4,2,2,2,2,4,4,0,0,0,0,0,0,10,2
10/31/20 17:59,10/31/20 18:01,0,172.58.73.216,100,133,1,10/31/20 18:01,R_0iWt2zq3XnEomsN,,,,,31.77029419,-106.3005981,anonymous,EN,1006,5,3,2,1,2,1,3,3,4,4,1,2,1,2,2,1,2,2,2,1,3,3,5,4,5,3,4,7,0,0,0,0,0,4,10,1
10/31/20 18:00,10/31/20 18:02,0,189.244.84.57,100,120,1,10/31/20 18:02,R_1CDDl7mY2E9qFqf,,,,,25.50579834,-103.3455963,anonymous,EN,1045,5,4,2,3,1,1,2,3,2,3,3,3,4,3,4,5,4,3,3,4,3,4,3,3,2,2,7,7,0,0,0,0,0,0,0,1
10/31/20 18:01,10/31/20 18:03,0,72.176.129.139,100,130,1,10/31/20 18:03,R_1DYKpOvik8x6RxO,,,,,31.70779419,-106.3237991,anonymous,EN,1089,1,1,2,1,2,1,1,1,1,1,3,2,3,2,2,3,3,3,3,3,3,4,2,1,2,1,7,7,0,0,0,0,0,0,2,1
10/31/20 18:02,10/31/20 18:03,0,172.58.72.201,100,99,1,10/31/20 18:03,R_3dNinrJBnMuPfAT,,,,,31.77029419,-106.3005981,anonymous,EN,1095,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,2,1,2,1,2,1,1,1,1,3,7,0,0,0,0,0,0,0,1
10/31/20 18:03,10/31/20 18:05,0,172.58.73.60,100,132,1,10/31/20 18:05,R_1omN21Ka5kiuMQV,,,,,31.77029419,-106.3005981,anonymous,EN,1055,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,1,3,1,1,2,1,1,1,4,3,0,0,0,0,0,0,0,1
10/31/20 18:03,10/31/20 18:05,0,24.242.104.206,100,149,1,10/31/20 18:05,R_3h4wbz1ovm3Vwy2,,,,,31.83779907,-106.538002,anonymous,EN,1076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,1,0,1,2
10/31/20 18:03,10/31/20 18:05,0,172.58.107.38,100,144,1,10/31/20 18:05,R_3MccyHc4OXeredJ,,,,,32.75369263,-96.83670044,anonymous,EN,1063,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,3,4,3,1,3,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0
10/31/20 17:55,10/31/20 18:05,0,172.58.111.252,100,584,1,10/31/20 18:05,R_3lum7On9Nk6KhGI,,,,,32.9992981,-96.83460236,anonymous,EN,1031,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0
10/31/20 18:00,10/31/20 18:05,0,98.156.244.21,100,333,1,10/31/20 18:05,R_1OSOfvSJAfxJeFb,,,,,31.66290283,-106.1371002,anonymous,EN,1015,3,3,1,3,2,1,1,3,4,2,1,1,1,1,1,1,1,2,1,1,3,4,3,2,4,3,4,4,2,0,0,0,0,0,8,2
10/31/20 18:01,10/31/20 18:06,0,174.225.24.35,100,304,1,10/31/20 18:06,R_10JCDERzp64pUFz,,,,,40.71580505,-74.35900116,anonymous,EN,1029,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,7,7,0,0,0,0,0,0,3,2
10/31/20 18:04,10/31/20 18:06,0,70.117.171.232,100,163,1,10/31/20 18:06,R_10qLXsbKANNwI96,,,,,31.77029419,-106.3005981,anonymous,EN,1040,1,2,2,1,1,1,1,4,1,2,4,2,4,4,4,4,4,4,3,4,1,2,1,1,2,1,5,5,2,2,1,0,0,1,1,1
10/31/20 18:04,10/31/20 18:06,0,108.239.196.250,100,136,1,10/31/20 18:06,R_2vjl16zsutS7Kua,,,,,31.80450439,-105.9661026,anonymous,EN,1044,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,2,3,3,2,1,1,2,1,1,1,6,6,0,0,0,1,0,1,1,1
10/31/20 18:05,10/31/20 18:08,0,68.73.64.70,100,185,1,10/31/20 18:08,R_pnS50RzQaE1iRvr,,,,,31.80450439,-105.9661026,anonymous,EN,1012,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,3,3,1,1,1,1,1,2,2,2,0,0,0,1,0,1,2,1
10/31/20 18:04,10/31/20 18:08,0,174.197.64.22,100,227,1,10/31/20 18:08,R_2cA6wlIUrfiHzaQ,,,,,32.99580383,-96.78820038,anonymous,EN,1088,3,4,4,1,3,3,1,3,2,3,2,3,3,2,1,1,1,3,1,2,4,4,3,1,1,3,4,4,0,0,0,4,5,6,8,3
10/31/20 18:06,10/31/20 18:09,0,24.28.161.249,100,155,1,10/31/20 18:09,R_xlPsCHDLvG0vtF7,,,,,31.66290283,-106.1371002,anonymous,EN,1048,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,2,0,0,0,5,0,0,0,0
10/31/20 18:01,10/31/20 18:09,0,172.58.100.175,100,467,1,10/31/20 18:09,R_8qf5eH5eJLKS0AF,,,,,29.85949707,-95.38469696,anonymous,EN,1018,2,2,2,2,2,3,1,1,3,2,4,4,5,5,4,4,4,5,4,4,2,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0
10/31/20 18:12,10/31/20 18:14,0,129.108.202.8,100,139,1,10/31/20 18:14,R_1CHjMgvE2PCyiZ3,,,,,31.83779907,-106.538002,anonymous,EN,1109,1,1,2,2,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,1,2,1,1,1,1,6,6,0,0,0,0,0,0,2,0
10/31/20 18:13,10/31/20 18:14,0,23.127.245.76,100,87,1,10/31/20 18:14,R_9Hvhxf6f6iWOkSZ,,,,,31.83779907,-106.538002,anonymous,EN,1003,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,2,4,4,0,0,0,0,0,0,1,1
10/31/20 17:58,10/31/20 18:15,0,173.175.165.230,100,1013,1,10/31/20 18:15,R_2aEPRM4MHQMnUEM,,,,,31.77749634,-106.490303,anonymous,EN,1037,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,3,1,1,2,2,1,1,1,1,3,3,,0,0,3,0,3,10,1
10/31/20 18:13,10/31/20 18:15,0,72.183.248.145,100,118,1,10/31/20 18:15,R_2Vf133sb0ieceyI,,,,,31.77029419,-106.3005981,anonymous,EN,1032,1,1,1,1,1,2,1,1,1,2,3,3,3,4,4,5,3,4,5,5,1,1,3,1,1,2,7,7,0,0,0,0,0,0,1,0
10/31/20 18:15,10/31/20 18:17,0,68.201.55.19,100,105,1,10/31/20 18:17,R_1JRtM7HWHHUv4Sq,,,,,31.77749634,-106.490303,anonymous,EN,1074,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,2,1
10/31/20 18:16,10/31/20 18:18,0,24.170.97.181,100,131,1,10/31/20 18:18,R_32LPcaFqqcyvHtY,,,,,31.83779907,-106.538002,anonymous,EN,1019,1,1,2,2,1,1,2,1,1,1,3,1,4,4,3,3,2,4,3,1,1,1,2,2,1,1,4,5,0,0,1,0,2,0,5,1
10/31/20 18:16,10/31/20 18:18,0,189.154.182.55,100,143,1,10/31/20 18:18,R_1dsR31fpIlkyI9n,,,,,28.84710693,-105.9285965,anonymous,EN,1054,2,3,3,1,4,3,1,1,4,4,4,4,4,2,2,1,1,3,1,3,3,4,2,1,2,1,7,7,0,0,0,0,0,0,3,3
10/31/20 18:14,10/31/20 18:18,0,172.58.103.60,100,281,1,10/31/20 18:18,R_1LAIwheUixyQJdq,,,,,29.86140442,-95.34120178,anonymous,EN,1110,1,1,1,1,3,1,1,1,1,1,4,2,3,3,4,4,4,4,4,3,2,1,2,1,1,1,4,4,0,0,0,2,0,0,0,1
10/31/20 18:16,10/31/20 18:19,0,201.146.126.66,100,201,1,10/31/20 18:19,R_3gTWEEOtXEUzK6F,,,,,31.70640564,-106.3985977,anonymous,EN,1020,1,1,1,1,1,1,1,1,1,1,5,1,3,2,2,3,3,2,3,4,1,2,1,1,1,1,2,7,0,0,0,0,0,0,10,1
10/31/20 18:18,10/31/20 18:20,0,73.185.36.110,100,124,1,10/31/20 18:20,R_2P5tYncTDGBhfFs,,,,,36.79429626,-119.8856049,anonymous,EN,1005,3,3,3,3,1,1,3,3,1,3,3,4,5,5,5,5,5,5,3,5,4,3,4,1,1,3,7,7,0,0,0,0,0,0,10,4
10/31/20 18:17,10/31/20 18:21,0,187.189.71.176,100,208,1,10/31/20 18:21,R_Dkjl2cgAoxZwP3X,,,,,31.65829468,-106.4059982,anonymous,EN,1010,4,4,4,1,3,3,1,1,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,1,3,2,7,7,6,4,6,6,5,6,8,1
10/31/20 18:19,10/31/20 18:22,0,24.243.29.221,100,158,1,10/31/20 18:22,R_2TFQgu6s9a8Pj7f,,,,,31.78990173,-106.365799,anonymous,EN,1082,3,3,4,2,3,1,3,3,2,1,1,1,1,2,1,1,1,1,1,1,4,3,1,2,3,1,5,4,0,0,0,0,0,0,2,1
10/31/20 18:22,10/31/20 18:26,0,107.77.229.233,100,236,1,10/31/20 18:26,R_3MDL1rlD8DkPPk9,,,,,34.10040283,-118.2946014,anonymous,EN,1097,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,4,1,1,1,7,7,0,0,0,0,0,0,0,0
10/31/20 18:27,10/31/20 18:29,0,69.23.129.37,100,109,1,10/31/20 18:29,R_3HSTaVskNI1XJIB,,,,,31.83779907,-106.538002,anonymous,EN,1014,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,3,3,3,1,1,2,1,1,1,5,5,0,,0,3,0,3,2,2
10/31/20 18:28,10/31/20 18:31,0,47.234.231.114,100,222,1,10/31/20 18:31,R_31j6t71sYAtin7T,,,,,31.66290283,-106.1371002,anonymous,EN,1021,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,6,6,0,0,0,0,0,0,2,1
10/31/20 18:29,10/31/20 18:33,0,173.172.206.57,100,236,1,10/31/20 18:33,R_2vjjvTWQtshwA2O,,,,,31.77029419,-106.3005981,anonymous,EN,1016,1,2,2,1,1,1,1,1,2,1,3,1,2,3,4,4,2,2,2,2,1,2,1,1,1,1,2,2,0,0,0,0,0,0,1,0
10/31/20 18:33,10/31/20 18:35,0,104.2.137.18,100,96,1,10/31/20 18:35,R_skgNW3nU5muE2dz,,,,,31.80450439,-105.9661026,anonymous,EN,1053,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,0,0,0,3,0,6,6,4
10/31/20 18:36,10/31/20 18:38,0,24.28.169.47,100,162,1,10/31/20 18:38,R_yHDaDb0y4UvNvDr,,,,,31.83779907,-106.538002,anonymous,EN,1009,1,1,1,1,4,2,4,4,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1,4,4,3,4,2,1,1,0,5,0,3,2,1
10/31/20 18:37,10/31/20 18:40,0,172.5.108.163,100,180,1,10/31/20 18:40,R_2pLDhZEtpgmyVrZ,,,,,31.78990173,-106.365799,anonymous,EN,1068,1,2,3,3,1,1,1,1,1,1,3,2,2,4,3,4,3,2,3,3,2,2,2,1,1,1,5,5,2,0,0,10,0,10,10,1
10/31/20 18:39,10/31/20 18:40,0,72.181.70.19,100,110,1,10/31/20 18:40,R_2fGKJLSWAoGNVLr,,,,,31.66290283,-106.1371002,anonymous,EN,1043,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,5,3,4,5,3,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,1
10/31/20 18:40,10/31/20 18:44,0,107.242.125.62,100,239,1,10/31/20 18:44,R_1dlXy82aWSVI3xs,,,,,32.75369263,-96.83670044,anonymous,EN,1094,3,3,3,3,3,2,1,1,2,3,2,2,2,2,2,1,1,1,1,1,2,3,3,1,3,3,4,3,0,1,1,3,0,3,4,1
10/31/20 18:42,10/31/20 18:46,0,70.120.239.232,100,188,1,10/31/20 18:46,R_AcjyAnaAcPlKkj7,,,,,31.77749634,-106.490303,anonymous,EN,1004,1,1,1,1,1,1,1,1,3,1,3,2,1,3,4,1,1,1,1,1,2,3,1,1,1,1,3,3,1,0,0,0,0,0,2,1
10/31/20 18:40,10/31/20 18:46,0,72.183.217.98,100,333,1,10/31/20 18:46,R_1dnly7Q3BLv0xNK,,,,,31.80450439,-105.9661026,anonymous,EN,1039,2,2,3,1,2,1,1,1,1,4,2,1,3,3,2,3,1,3,1,4,3,5,1,2,2,1,4,4,0,0,0,0,0,0,0,1
10/31/20 18:45,10/31/20 18:48,0,96.255.124.139,100,183,1,10/31/20 18:48,R_QfAaKumAdij1Smt,,,,,39.00050354,-76.97119904,anonymous,EN,1083,3,3,3,1,1,1,1,1,1,3,4,4,3,4,3,3,3,4,4,3,3,3,1,2,2,2,7,7,0,0,0,0,0,0,7,2
10/31/20 18:42,10/31/20 18:48,0,72.191.179.252,100,339,1,10/31/20 18:48,R_2YYst21UXPtfAm6,,,,,31.80450439,-105.9661026,anonymous,EN,1069,1,1,2,3,3,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,4,2,3,1,3,1,3,3,0,0,0,0,0,2,1,0
10/31/20 18:47,10/31/20 18:50,0,129.108.202.171,100,139,1,10/31/20 18:50,R_2ahMMc6Rq6Al0xe,,,,,31.77749634,-106.490303,anonymous,EN,1080,2,2,3,1,1,1,1,1,1,1,3,3,1,3,1,2,1,3,1,2,2,3,1,1,1,2,3,3,0,0,0,1,0,1,2,1
10/31/20 18:45,10/31/20 18:53,0,72.183.208.235,100,531,1,10/31/20 18:53,R_25vwWyocu7wsFiA,,,,,31.77029419,-106.3005981,anonymous,EN,1066,1,1,1,1,1,1,2,1,2,2,1,4,2,3,1,2,2,1,1,4,1,2,1,2,3,3,7,7,0,0,0,0,0,0,0,1
10/31/20 18:57,10/31/20 19:01,0,172.58.101.151,100,255,1,10/31/20 19:01,R_1Ngg5E3GkNLnOYW,,,,,29.77380371,-95.40599823,anonymous,EN,1060,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,1,4,4,0,0,0,0,0,0,0,0
10/31/20 19:03,10/31/20 19:05,0,72.176.159.11,100,103,1,10/31/20 19:05,R_2rZrMMZJNbeY6S6,,,,,31.70779419,-106.3237991,anonymous,EN,1072,1,1,1,1,1,1,1,1,1,1,4,4,5,1,3,5,4,3,4,4,1,1,1,1,1,1,6,7,0,1,0,0,0,1,1,1
10/31/20 18:58,10/31/20 19:05,0,172.58.111.135,100,462,1,10/31/20 19:05,R_27g4Mh6psNFqpMI,,,,,32.9992981,-96.83460236,anonymous,EN,1051,1,1,4,3,1,1,1,1,2,1,3,3,3,3,3,2,3,2,1,3,2,4,1,1,1,2,4,4,0,0,0,0,0,0,0,1
10/31/20 19:04,10/31/20 19:06,0,173.174.238.2,100,101,1,10/31/20 19:06,R_1n9m5PIi6ynJHRa,,,,,29.35820007,-98.42900085,anonymous,EN,1086,3,3,3,2,3,3,2,3,4,3,2,2,2,3,1,3,2,2,3,2,3,3,2,3,3,3,7,7,0,0,0,0,0,0,0,2
10/31/20 19:07,10/31/20 19:10,0,70.120.226.36,100,152,1,10/31/20 19:10,R_pmJNzHJsk0KYEo1,,,,,31.77749634,-106.490303,anonymous,EN,1105,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,3,3,4,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,1
10/31/20 19:10,10/31/20 19:12,0,68.249.169.242,100,118,1,10/31/20 19:12,R_3oyKRDuQJiS7aNh,,,,,31.80999756,-106.4569016,anonymous,EN,1075,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,7,,0,0,0,0,0,0,1
10/31/20 19:09,10/31/20 19:12,0,216.67.32.42,100,173,1,10/31/20 19:12,R_2TMIpjDskH2P7cs,,,,,61.11920166,-149.892395,anonymous,EN,1090,4,4,4,2,1,1,1,1,2,4,1,2,3,2,2,2,2,3,1,2,4,4,1,1,1,1,2,2,0,1,0,3,0,2,6,1
